-6.756967203047589132e-01,-3.130230881578132118e-01,1.000000000000000000e+00
-8.288939384236185814e-01,1.654529150501138579e+00,1.000000000000000000e+00
5.834839109494488474e-01,7.818520007956317741e-01,2.000000000000000000e+00
-9.066571711531122846e-01,1.657017730734224870e-01,1.000000000000000000e+00
1.094933720750042166e-01,7.483432949177138971e-01,1.000000000000000000e+00
5.485862079519900902e-01,1.530796361522675397e+00,2.000000000000000000e+00
5.398723187731514495e-01,6.351167004068895006e-01,2.000000000000000000e+00
4.938264295240986645e-01,5.653447631490675640e-01,2.000000000000000000e+00
4.525740067553856161e-01,7.828910789903266165e-01,2.000000000000000000e+00
-4.274687264880867588e+00,-2.444873275013788927e+00,1.000000000000000000e+00
4.646024372591177620e-01,-2.261116439079340790e+00,1.000000000000000000e+00
3.440004263486169833e+00,4.654956619393048611e-01,1.000000000000000000e+00
1.310160148866875707e+00,-7.893815623747479915e-01,1.000000000000000000e+00
1.037430714335475734e+00,7.690514945061744934e-01,2.000000000000000000e+00
-6.711282914493477136e-02,-2.916634989693185354e-01,1.000000000000000000e+00
9.227275140825308419e-02,7.617527137402776427e-01,2.000000000000000000e+00
4.959050516642621309e-01,4.813288322658783036e-01,2.000000000000000000e+00
1.815636308654126063e+00,-3.211368022895250363e+00,1.000000000000000000e+00
6.325465480480104707e-01,1.021658657931015401e+00,2.000000000000000000e+00
2.162938437129675595e-01,4.504307899614667932e-01,2.000000000000000000e+00
6.949686941883392866e-02,9.197804891208091194e-01,2.000000000000000000e+00
9.079717671263343171e-01,8.568072768824974705e-01,2.000000000000000000e+00
4.915069887140963711e-01,1.599191769108006644e+00,2.000000000000000000e+00
-1.175404424174850693e-01,1.449439131758513577e+00,2.000000000000000000e+00
1.168574661475743515e+00,9.914739750271955865e-01,2.000000000000000000e+00
-3.452847954184672385e-01,-4.988744656866381799e-01,1.000000000000000000e+00
2.905385235829123225e+00,-5.495745834110101757e-01,1.000000000000000000e+00
8.774040949872875528e-01,1.405025269869107030e+00,2.000000000000000000e+00
-2.129947528094601472e-02,-1.042109975860875171e+00,1.000000000000000000e+00
3.628386477292660506e-01,1.207239614602685140e+00,2.000000000000000000e+00
